indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2016-10,Cuyo,1 y 2 estrellas,857,
2016-10,Cuyo,3 estrellas/boutiques/aparts,1872,
2016-10,Cuyo,4 y 5 estrellas,2520,
2016-10,Cuyo,Para Hoteles,777,
2016-10,Litoral,1 y 2 estrellas,755,
2016-10,Litoral,3 estrellas/boutiques/aparts,1905,
2016-10,Litoral,4 y 5 estrellas,3517,
2016-10,Litoral,Para Hoteles,1207,
2016-10,Norte,1 y 2 estrellas,906,
2016-10,Norte,3 estrellas/boutiques/aparts,1766,
2016-10,Norte,4 y 5 estrellas,2171,
2016-10,Norte,Para Hoteles,1199,
2016-10,Patagonia,1 y 2 estrellas,1741,
2016-10,Patagonia,3 estrellas/boutiques/aparts,2679,
2016-10,Patagonia,4 y 5 estrellas,3870,
2016-10,Patagonia,Para Hoteles,2034,
2016-11,Buenos Aires,1 y 2 estrellas,573,
2016-11,Buenos Aires,3 estrellas/boutiques/aparts,1881,
2016-11,Buenos Aires,4 y 5 estrellas,1616,
2016-11,Buenos Aires,Para Hoteles,2038,
2016-11,CABA,1 y 2 estrellas,914,
2016-11,CABA,3 estrellas/boutiques/aparts,3508,
2016-11,CABA,4 y 5 estrellas,8493,
2016-11,CABA,Para Hoteles,1401,
2016-11,Córdoba,1 y 2 estrellas,1145,
2016-11,Córdoba,3 estrellas/boutiques/aparts,1311,
2016-11,Córdoba,4 y 5 estrellas,897,
2016-11,Córdoba,Para Hoteles,1494,
2016-11,Cuyo,1 y 2 estrellas,858,
2016-11,Cuyo,3 estrellas/boutiques/aparts,1826,
2016-11,Cuyo,4 y 5 estrellas,3022,
2016-11,Cuyo,Para Hoteles,739,
2016-11,Litoral,1 y 2 estrellas,745,
2016-11,Litoral,3 estrellas/boutiques/aparts,1919,
2016-11,Litoral,4 y 5 estrellas,3802,
2016-11,Litoral,Para Hoteles,1182,
2016-11,Norte,1 y 2 estrellas,778,
2016-11,Norte,3 estrellas/boutiques/aparts,1715,
2016-11,Norte,4 y 5 estrellas,2163,
2016-11,Norte,Para Hoteles,1261,
2016-11,Patagonia,1 y 2 estrellas,1471,
2016-11,Patagonia,3 estrellas/boutiques/aparts,2916,
2016-11,Patagonia,4 y 5 estrellas,4039,
2016-11,Patagonia,Para Hoteles,1992,
2016-12,Buenos Aires,1 y 2 estrellas,892,
2016-12,Buenos Aires,3 estrellas/boutiques/aparts,2413,
2016-12,Buenos Aires,4 y 5 estrellas,1789,
2016-12,Buenos Aires,Para Hoteles,2378,
2016-12,CABA,1 y 2 estrellas,867,
2016-12,CABA,3 estrellas/boutiques/aparts,3500,
2016-12,CABA,4 y 5 estrellas,8670,
2016-12,CABA,Para Hoteles,1322,
2016-12,Córdoba,1 y 2 estrellas,1121,
2016-12,Córdoba,3 estrellas/boutiques/aparts,1305,
2016-12,Córdoba,4 y 5 estrellas,916,
2016-12,Córdoba,Para Hoteles,1589,
2016-12,Cuyo,1 y 2 estrellas,671,
2016-12,Cuyo,3 estrellas/boutiques/aparts,1881,
2016-12,Cuyo,4 y 5 estrellas,2547,
2016-12,Cuyo,Para Hoteles,714,
2016-12,Litoral,1 y 2 estrellas,745,
2016-12,Litoral,3 estrellas/boutiques/aparts,1873,
2016-12,Litoral,4 y 5 estrellas,3581,
2016-12,Litoral,Para Hoteles,1217,
2016-12,Norte,1 y 2 estrellas,699,
2016-12,Norte,3 estrellas/boutiques/aparts,1638,
2016-12,Norte,4 y 5 estrellas,2058,
2016-12,Norte,Para Hoteles,1233,
2016-12,Patagonia,1 y 2 estrellas,1817,
2016-12,Patagonia,3 estrellas/boutiques/aparts,2796,
2016-12,Patagonia,4 y 5 estrellas,4126,
2016-12,Patagonia,Para Hoteles,2084,
2017-01,Buenos Aires,1 y 2 estrellas,1883,
2017-01,Buenos Aires,3 estrellas/boutiques/aparts,2964,
2017-01,Buenos Aires,4 y 5 estrellas,2092,
2017-01,Buenos Aires,Para Hoteles,3842,
2017-01,CABA,1 y 2 estrellas,860,
2017-01,CABA,3 estrellas/boutiques/aparts,3430,
2017-01,CABA,4 y 5 estrellas,8270,
2017-01,CABA,Para Hoteles,1371,
2017-01,Córdoba,1 y 2 estrellas,1624,
2017-01,Córdoba,3 estrellas/boutiques/aparts,1383,
2017-01,Córdoba,4 y 5 estrellas,932,
2017-01,Córdoba,Para Hoteles,2101,
2017-01,Cuyo,1 y 2 estrellas,840,
2017-01,Cuyo,3 estrellas/boutiques/aparts,2187,
2017-01,Cuyo,4 y 5 estrellas,2667,
2017-01,Cuyo,Para Hoteles,835,
2017-01,Litoral,1 y 2 estrellas,705,
2017-01,Litoral,3 estrellas/boutiques/aparts,1879,
2017-01,Litoral,4 y 5 estrellas,3701,
2017-01,Litoral,Para Hoteles,1654,
2017-01,Norte,1 y 2 estrellas,831,
2017-01,Norte,3 estrellas/boutiques/aparts,1510,
2017-01,Norte,4 y 5 estrellas,2202,
2017-01,Norte,Para Hoteles,1468,
2017-01,Patagonia,1 y 2 estrellas,2102,
2017-01,Patagonia,3 estrellas/boutiques/aparts,3059,
2017-01,Patagonia,4 y 5 estrellas,4131,
2017-01,Patagonia,Para Hoteles,2762,
2017-02,Buenos Aires,1 y 2 estrellas,1827,
2017-02,Buenos Aires,3 estrellas/boutiques/aparts,2962,
2017-02,Buenos Aires,4 y 5 estrellas,2026,
2017-02,Buenos Aires,Para Hoteles,3840,
2017-02,CABA,1 y 2 estrellas,854,
2017-02,CABA,3 estrellas/boutiques/aparts,3444,
2017-02,CABA,4 y 5 estrellas,8046,
2017-02,CABA,Para Hoteles,1386,
2017-02,Córdoba,1 y 2 estrellas,1615,
2017-02,Córdoba,3 estrellas/boutiques/aparts,1384,
2017-02,Córdoba,4 y 5 estrellas,922,
2017-02,Córdoba,Para Hoteles,2083,
2017-02,Cuyo,1 y 2 estrellas,850,
2017-02,Cuyo,3 estrellas/boutiques/aparts,2102,
2017-02,Cuyo,4 y 5 estrellas,2736,
2017-02,Cuyo,Para Hoteles,832,
2017-02,Litoral,1 y 2 estrellas,721,
2017-02,Litoral,3 estrellas/boutiques/aparts,1891,
2017-02,Litoral,4 y 5 estrellas,3701,
2017-02,Litoral,Para Hoteles,1597,
2017-02,Norte,1 y 2 estrellas,867,
2017-02,Norte,3 estrellas/boutiques/aparts,1526,
2017-02,Norte,4 y 5 estrellas,2355,
2017-02,Norte,Para Hoteles,1479,
2017-02,Patagonia,1 y 2 estrellas,1860,
2017-02,Patagonia,3 estrellas/boutiques/aparts,3003,
2017-02,Patagonia,4 y 5 estrellas,4086,
2017-02,Patagonia,Para Hoteles,2827,
2017-03,Buenos Aires,1 y 2 estrellas,817,
2017-03,Buenos Aires,3 estrellas/boutiques/aparts,2178,
2017-03,Buenos Aires,4 y 5 estrellas,1735,
2017-03,Buenos Aires,Para Hoteles,2890,
2017-03,CABA,1 y 2 estrellas,879,
2017-03,CABA,3 estrellas/boutiques/aparts,3393,
2017-03,CABA,4 y 5 estrellas,8190,
2017-03,CABA,Para Hoteles,1317,
2017-03,Córdoba,1 y 2 estrellas,1247,
2017-03,Córdoba,3 estrellas/boutiques/aparts,1255,
2017-03,Córdoba,4 y 5 estrellas,902,
2017-03,Córdoba,Para Hoteles,1575,
2017-03,Cuyo,1 y 2 estrellas,777,
2017-03,Cuyo,3 estrellas/boutiques/aparts,1994,
2017-03,Cuyo,4 y 5 estrellas,2718,
2017-03,Cuyo,Para Hoteles,680,
2017-03,Litoral,1 y 2 estrellas,689,
2017-03,Litoral,3 estrellas/boutiques/aparts,1942,
2017-03,Litoral,4 y 5 estrellas,3707,
2017-03,Litoral,Para Hoteles,1396,
2017-03,Norte,1 y 2 estrellas,835,
2017-03,Norte,3 estrellas/boutiques/aparts,1486,
2017-03,Norte,4 y 5 estrellas,2220,
2017-03,Norte,Para Hoteles,1404,
2017-03,Patagonia,1 y 2 estrellas,1677,
2017-03,Patagonia,3 estrellas/boutiques/aparts,2906,
2017-03,Patagonia,4 y 5 estrellas,3857,
2017-03,Patagonia,Para Hoteles,2291,
2017-04,Buenos Aires,1 y 2 estrellas,518,
2017-04,Buenos Aires,3 estrellas/boutiques/aparts,1851,
2017-04,Buenos Aires,4 y 5 estrellas,1670,
2017-04,Buenos Aires,Para Hoteles,2147,
2017-04,CABA,1 y 2 estrellas,835,
2017-04,CABA,3 estrellas/boutiques/aparts,3397,
2017-04,CABA,4 y 5 estrellas,8094,
2017-04,CABA,Para Hoteles,1428,
2017-04,Córdoba,1 y 2 estrellas,1136,
2017-04,Córdoba,3 estrellas/boutiques/aparts,1260,
2017-04,Córdoba,4 y 5 estrellas,900,
2017-04,Córdoba,Para Hoteles,1444,
2017-04,Cuyo,1 y 2 estrellas,759,
2017-04,Cuyo,3 estrellas/boutiques/aparts,1978,
2017-04,Cuyo,4 y 5 estrellas,2765,
2017-04,Cuyo,Para Hoteles,668,
2017-04,Litoral,1 y 2 estrellas,715,
2017-04,Litoral,3 estrellas/boutiques/aparts,1953,
2017-04,Litoral,4 y 5 estrellas,3632,
2017-04,Litoral,Para Hoteles,1364,
2017-04,Norte,1 y 2 estrellas,956,
2017-04,Norte,3 estrellas/boutiques/aparts,1673,
2017-04,Norte,4 y 5 estrellas,2223,
2017-04,Norte,Para Hoteles,1455,
2017-04,Patagonia,1 y 2 estrellas,1485,
2017-04,Patagonia,3 estrellas/boutiques/aparts,2730,
2017-04,Patagonia,4 y 5 estrellas,3577,
2017-04,Patagonia,Para Hoteles,1835,
2017-05,Buenos Aires,1 y 2 estrellas,387,
2017-05,Buenos Aires,3 estrellas/boutiques/aparts,1427,
2017-05,Buenos Aires,4 y 5 estrellas,1381,
2017-05,Buenos Aires,Para Hoteles,1716,
2017-05,CABA,1 y 2 estrellas,804,
2017-05,CABA,3 estrellas/boutiques/aparts,3314,
2017-05,CABA,4 y 5 estrellas,7939,
2017-05,CABA,Para Hoteles,1437,
2017-05,Córdoba,1 y 2 estrellas,895,
2017-05,Córdoba,3 estrellas/boutiques/aparts,1172,
2017-05,Córdoba,4 y 5 estrellas,901,
2017-05,Córdoba,Para Hoteles,1106,
2017-05,Cuyo,1 y 2 estrellas,725,
2017-05,Cuyo,3 estrellas/boutiques/aparts,1903,
2017-05,Cuyo,4 y 5 estrellas,2742,
2017-05,Cuyo,Para Hoteles,635,
2017-05,Litoral,1 y 2 estrellas,683,
2017-05,Litoral,3 estrellas/boutiques/aparts,1862,
2017-05,Litoral,4 y 5 estrellas,3553,
2017-05,Litoral,Para Hoteles,1275,
2017-05,Norte,1 y 2 estrellas,941,
2017-05,Norte,3 estrellas/boutiques/aparts,1624,
2017-05,Norte,4 y 5 estrellas,2222,
2017-05,Norte,Para Hoteles,1336,
2017-05,Patagonia,1 y 2 estrellas,1451,
2017-05,Patagonia,3 estrellas/boutiques/aparts,2451,
2017-05,Patagonia,4 y 5 estrellas,3265,
2017-05,Patagonia,Para Hoteles,1425,
2017-06,Buenos Aires,1 y 2 estrellas,353,
2017-06,Buenos Aires,3 estrellas/boutiques/aparts,1487,
2017-06,Buenos Aires,4 y 5 estrellas,1389,
2017-06,Buenos Aires,Para Hoteles,1725,
2017-06,CABA,1 y 2 estrellas,837,
2017-06,CABA,3 estrellas/boutiques/aparts,3309,
2017-06,CABA,4 y 5 estrellas,8045,
2017-06,CABA,Para Hoteles,1449,
2017-06,Córdoba,1 y 2 estrellas,878,
2017-06,Córdoba,3 estrellas/boutiques/aparts,1052,
2017-06,Córdoba,4 y 5 estrellas,884,
2017-06,Córdoba,Para Hoteles,1147,
2017-06,Cuyo,1 y 2 estrellas,775,
2017-06,Cuyo,3 estrellas/boutiques/aparts,1912,
2017-06,Cuyo,4 y 5 estrellas,2971,
2017-06,Cuyo,Para Hoteles,656,
2017-06,Litoral,1 y 2 estrellas,712,
2017-06,Litoral,3 estrellas/boutiques/aparts,1865,
2017-06,Litoral,4 y 5 estrellas,3563,
2017-06,Litoral,Para Hoteles,1246,
2017-06,Norte,1 y 2 estrellas,1045,
2017-06,Norte,3 estrellas/boutiques/aparts,1824,
2017-06,Norte,4 y 5 estrellas,2303,
2017-06,Norte,Para Hoteles,1328,
2017-06,Patagonia,1 y 2 estrellas,1371,
2017-06,Patagonia,3 estrellas/boutiques/aparts,2588,
2017-06,Patagonia,4 y 5 estrellas,3384,
2017-06,Patagonia,Para Hoteles,1410,
2017-07,Buenos Aires,1 y 2 estrellas,390,
2017-07,Buenos Aires,3 estrellas/boutiques/aparts,1610,
2017-07,Buenos Aires,4 y 5 estrellas,1317,
2017-07,Buenos Aires,Para Hoteles,1701,
2017-07,CABA,1 y 2 estrellas,842,
2017-07,CABA,3 estrellas/boutiques/aparts,3272,
2017-07,CABA,4 y 5 estrellas,8073,
2017-07,CABA,Para Hoteles,1450,
2017-07,Córdoba,1 y 2 estrellas,1188,
2017-07,Córdoba,3 estrellas/boutiques/aparts,1220,
2017-07,Córdoba,4 y 5 estrellas,905,
2017-07,Córdoba,Para Hoteles,1494,
2017-07,Cuyo,1 y 2 estrellas,829,
2017-07,Cuyo,3 estrellas/boutiques/aparts,2003,
2017-07,Cuyo,4 y 5 estrellas,2997,
2017-07,Cuyo,Para Hoteles,747,
2017-07,Litoral,1 y 2 estrellas,688,
2017-07,Litoral,3 estrellas/boutiques/aparts,1925,
2017-07,Litoral,4 y 5 estrellas,3618,
2017-07,Litoral,Para Hoteles,1439,
2017-07,Norte,1 y 2 estrellas,1137,
2017-07,Norte,3 estrellas/boutiques/aparts,1844,
2017-07,Norte,4 y 5 estrellas,2500,
2017-07,Norte,Para Hoteles,1524,
2017-07,Patagonia,1 y 2 estrellas,1721,
2017-07,Patagonia,3 estrellas/boutiques/aparts,2665,
2017-07,Patagonia,4 y 5 estrellas,3693,
2017-07,Patagonia,Para Hoteles,1944,
2017-08,Buenos Aires,1 y 2 estrellas,380,
2017-08,Buenos Aires,3 estrellas/boutiques/aparts,1617,
2017-08,Buenos Aires,4 y 5 estrellas,1371,
2017-08,Buenos Aires,Para Hoteles,1700,
2017-08,CABA,1 y 2 estrellas,842,
2017-08,CABA,3 estrellas/boutiques/aparts,3205,
2017-08,CABA,4 y 5 estrellas,8035,
2017-08,CABA,Para Hoteles,1373,
2017-08,Córdoba,1 y 2 estrellas,1072,
2017-08,Córdoba,3 estrellas/boutiques/aparts,1236,
2017-08,Córdoba,4 y 5 estrellas,899,
2017-08,Córdoba,Para Hoteles,1375,
2017-08,Cuyo,1 y 2 estrellas,768,
2017-08,Cuyo,3 estrellas/boutiques/aparts,1871,
2017-08,Cuyo,4 y 5 estrellas,3010,
2017-08,Cuyo,Para Hoteles,653,
2017-08,Litoral,1 y 2 estrellas,698,
2017-08,Litoral,3 estrellas/boutiques/aparts,1920,
2017-08,Litoral,4 y 5 estrellas,3588,
2017-08,Litoral,Para Hoteles,1421,
2017-08,Norte,1 y 2 estrellas,1072,
2017-08,Norte,3 estrellas/boutiques/aparts,1774,
2017-08,Norte,4 y 5 estrellas,2419,
2017-08,Norte,Para Hoteles,1411,
2017-08,Patagonia,1 y 2 estrellas,1788,
2017-08,Patagonia,3 estrellas/boutiques/aparts,2617,
2017-08,Patagonia,4 y 5 estrellas,3811,
2017-08,Patagonia,Para Hoteles,1973,
2017-09,Buenos Aires,1 y 2 estrellas,398,
2017-09,Buenos Aires,3 estrellas/boutiques/aparts,1694,
2017-09,Buenos Aires,4 y 5 estrellas,1432,
2017-09,Buenos Aires,Para Hoteles,1768,
2017-09,CABA,1 y 2 estrellas,849,
2017-09,CABA,3 estrellas/boutiques/aparts,3185,
2017-09,CABA,4 y 5 estrellas,8192,
2017-09,CABA,Para Hoteles,1363,
2017-09,Córdoba,1 y 2 estrellas,1095,
2017-09,Córdoba,3 estrellas/boutiques/aparts,1204,
2017-09,Córdoba,4 y 5 estrellas,902,
2017-09,Córdoba,Para Hoteles,1291,
2017-09,Cuyo,1 y 2 estrellas,778,
2017-09,Cuyo,3 estrellas/boutiques/aparts,1900,
2017-09,Cuyo,4 y 5 estrellas,3177,
2017-09,Cuyo,Para Hoteles,680,
2017-09,Litoral,1 y 2 estrellas,674,
2017-09,Litoral,3 estrellas/boutiques/aparts,1899,
2017-09,Litoral,4 y 5 estrellas,3690,
2017-09,Litoral,Para Hoteles,1323,
2017-09,Norte,1 y 2 estrellas,1107,
2017-09,Norte,3 estrellas/boutiques/aparts,1720,
2017-09,Norte,4 y 5 estrellas,2401,
2017-09,Norte,Para Hoteles,1412,
2017-09,Patagonia,1 y 2 estrellas,1678,
2017-09,Patagonia,3 estrellas/boutiques/aparts,2663,
2017-09,Patagonia,4 y 5 estrellas,3982,
2017-09,Patagonia,Para Hoteles,1820,
2017-10,Buenos Aires,1 y 2 estrellas,487,
2017-10,Buenos Aires,3 estrellas/boutiques/aparts,1878,
2017-10,Buenos Aires,4 y 5 estrellas,1626,
2017-10,Buenos Aires,Para Hoteles,2206,
2017-10,CABA,1 y 2 estrellas,828,
2017-10,CABA,3 estrellas/boutiques/aparts,3149,
2017-10,CABA,4 y 5 estrellas,8265,
2017-10,CABA,Para Hoteles,1325,
2017-10,Córdoba,1 y 2 estrellas,1085,
2017-10,Córdoba,3 estrellas/boutiques/aparts,1277,
2017-10,Córdoba,4 y 5 estrellas,917,
2017-10,Córdoba,Para Hoteles,1451,
2017-10,Cuyo,1 y 2 estrellas,789,
2017-10,Cuyo,3 estrellas/boutiques/aparts,2006,
2017-10,Cuyo,4 y 5 estrellas,2759,
2017-10,Cuyo,Para Hoteles,639,
2017-10,Litoral,1 y 2 estrellas,673,
2017-10,Litoral,3 estrellas/boutiques/aparts,1882,
2017-10,Litoral,4 y 5 estrellas,3666,
2017-10,Litoral,Para Hoteles,1400,
2017-10,Norte,1 y 2 estrellas,933,
2017-10,Norte,3 estrellas/boutiques/aparts,1635,
2017-10,Norte,4 y 5 estrellas,2397,
2017-10,Norte,Para Hoteles,1412,
2017-10,Patagonia,1 y 2 estrellas,1648,
2017-10,Patagonia,3 estrellas/boutiques/aparts,2621,
2017-10,Patagonia,4 y 5 estrellas,3845,
2017-10,Patagonia,Para Hoteles,1805,
2017-11,Buenos Aires,1 y 2 estrellas,543,
2017-11,Buenos Aires,3 estrellas/boutiques/aparts,1910,
2017-11,Buenos Aires,4 y 5 estrellas,1747,
2017-11,Buenos Aires,Para Hoteles,2359,
2017-11,CABA,1 y 2 estrellas,825,
2017-11,CABA,3 estrellas/boutiques/aparts,3115,
2017-11,CABA,4 y 5 estrellas,8197,
2017-11,CABA,Para Hoteles,1297,
2017-11,Córdoba,1 y 2 estrellas,1166,
2017-11,Córdoba,3 estrellas/boutiques/aparts,1273,
2017-11,Córdoba,4 y 5 estrellas,915,
2017-11,Córdoba,Para Hoteles,1321,
2017-11,Cuyo,1 y 2 estrellas,807,
2017-11,Cuyo,3 estrellas/boutiques/aparts,1930,
2017-11,Cuyo,4 y 5 estrellas,2797,
2017-11,Cuyo,Para Hoteles,634,
2017-11,Litoral,1 y 2 estrellas,711,
2017-11,Litoral,3 estrellas/boutiques/aparts,1852,
2017-11,Litoral,4 y 5 estrellas,3746,
2017-11,Litoral,Para Hoteles,1372,
2017-11,Norte,1 y 2 estrellas,868,
2017-11,Norte,3 estrellas/boutiques/aparts,1636,
2017-11,Norte,4 y 5 estrellas,2306,
2017-11,Norte,Para Hoteles,1367,
2017-11,Patagonia,1 y 2 estrellas,1390,
2017-11,Patagonia,3 estrellas/boutiques/aparts,2686,
2017-11,Patagonia,4 y 5 estrellas,3824,
2017-11,Patagonia,Para Hoteles,2026,
2017-12,Buenos Aires,1 y 2 estrellas,899,
2017-12,Buenos Aires,3 estrellas/boutiques/aparts,2274,
2017-12,Buenos Aires,4 y 5 estrellas,2028,
2017-12,Buenos Aires,Para Hoteles,2556,
2017-12,CABA,1 y 2 estrellas,824,
2017-12,CABA,3 estrellas/boutiques/aparts,3174,
2017-12,CABA,4 y 5 estrellas,8157,
2017-12,CABA,Para Hoteles,1316,
2017-12,Córdoba,1 y 2 estrellas,1129,
2017-12,Córdoba,3 estrellas/boutiques/aparts,1310,
2017-12,Córdoba,4 y 5 estrellas,907,
2017-12,Córdoba,Para Hoteles,1346,
2017-12,Cuyo,1 y 2 estrellas,702,
2017-12,Cuyo,3 estrellas/boutiques/aparts,1831,
2017-12,Cuyo,4 y 5 estrellas,2771,
2017-12,Cuyo,Para Hoteles,629,
2017-12,Litoral,1 y 2 estrellas,713,
2017-12,Litoral,3 estrellas/boutiques/aparts,1890,
2017-12,Litoral,4 y 5 estrellas,3841,
2017-12,Litoral,Para Hoteles,1375,
2017-12,Norte,1 y 2 estrellas,778,
2017-12,Norte,3 estrellas/boutiques/aparts,1465,
2017-12,Norte,4 y 5 estrellas,2299,
2017-12,Norte,Para Hoteles,1322,
2017-12,Patagonia,1 y 2 estrellas,1457,
2017-12,Patagonia,3 estrellas/boutiques/aparts,2600,
2017-12,Patagonia,4 y 5 estrellas,4041,
2017-12,Patagonia,Para Hoteles,2164,
2018-01,Buenos Aires,1 y 2 estrellas,2074,
2018-01,Buenos Aires,3 estrellas/boutiques/aparts,3252,
2018-01,Buenos Aires,4 y 5 estrellas,2051,
2018-01,Buenos Aires,Para Hoteles,3673,
2018-01,CABA,1 y 2 estrellas,809,
2018-01,CABA,3 estrellas/boutiques/aparts,3061,
2018-01,CABA,4 y 5 estrellas,7962,
2018-01,CABA,Para Hoteles,1199,
2018-01,Córdoba,1 y 2 estrellas,1531,
2018-01,Córdoba,3 estrellas/boutiques/aparts,1618,
2018-01,Córdoba,4 y 5 estrellas,1008,
2018-01,Córdoba,Para Hoteles,2187,
2018-01,Cuyo,1 y 2 estrellas,851,
2018-01,Cuyo,3 estrellas/boutiques/aparts,1911,
2018-01,Cuyo,4 y 5 estrellas,2905,
2018-01,Cuyo,Para Hoteles,779,
2018-01,Litoral,1 y 2 estrellas,665,
2018-01,Litoral,3 estrellas/boutiques/aparts,1859,
2018-01,Litoral,4 y 5 estrellas,3911,
2018-01,Litoral,Para Hoteles,1449,
2018-01,Norte,1 y 2 estrellas,868,
2018-01,Norte,3 estrellas/boutiques/aparts,1234,
2018-01,Norte,4 y 5 estrellas,2311,
2018-01,Norte,Para Hoteles,1470,
2018-01,Patagonia,1 y 2 estrellas,1736,
2018-01,Patagonia,3 estrellas/boutiques/aparts,2762,
2018-01,Patagonia,4 y 5 estrellas,3943,
2018-01,Patagonia,Para Hoteles,2757,
2018-02,Buenos Aires,1 y 2 estrellas,2045,
2018-02,Buenos Aires,3 estrellas/boutiques/aparts,3265,
2018-02,Buenos Aires,4 y 5 estrellas,2115,
2018-02,Buenos Aires,Para Hoteles,3443,
2018-02,CABA,1 y 2 estrellas,820,
2018-02,CABA,3 estrellas/boutiques/aparts,3042,
2018-02,CABA,4 y 5 estrellas,7764,
2018-02,CABA,Para Hoteles,1218,
2018-02,Córdoba,1 y 2 estrellas,1550,
2018-02,Córdoba,3 estrellas/boutiques/aparts,1558,
2018-02,Córdoba,4 y 5 estrellas,1005,
2018-02,Córdoba,Para Hoteles,2225,
2018-02,Cuyo,1 y 2 estrellas,885,
2018-02,Cuyo,3 estrellas/boutiques/aparts,1955,
2018-02,Cuyo,4 y 5 estrellas,2924,
2018-02,Cuyo,Para Hoteles,774,
2018-02,Litoral,1 y 2 estrellas,723,
2018-02,Litoral,3 estrellas/boutiques/aparts,1853,
2018-02,Litoral,4 y 5 estrellas,3816,
2018-02,Litoral,Para Hoteles,1449,
2018-02,Norte,1 y 2 estrellas,900,
2018-02,Norte,3 estrellas/boutiques/aparts,1303,
2018-02,Norte,4 y 5 estrellas,2411,
2018-02,Norte,Para Hoteles,1533,
2018-02,Patagonia,1 y 2 estrellas,1554,
2018-02,Patagonia,3 estrellas/boutiques/aparts,2576,
2018-02,Patagonia,4 y 5 estrellas,3970,
2018-02,Patagonia,Para Hoteles,2615,
2018-03,Buenos Aires,1 y 2 estrellas,1258,
2018-03,Buenos Aires,3 estrellas/boutiques/aparts,2661,
2018-03,Buenos Aires,4 y 5 estrellas,1863,
2018-03,Buenos Aires,Para Hoteles,2793,
2018-03,CABA,1 y 2 estrellas,802,
2018-03,CABA,3 estrellas/boutiques/aparts,3047,
2018-03,CABA,4 y 5 estrellas,8224,
2018-03,CABA,Para Hoteles,1258,
2018-03,Córdoba,1 y 2 estrellas,1328,
2018-03,Córdoba,3 estrellas/boutiques/aparts,1513,
2018-03,Córdoba,4 y 5 estrellas,949,
2018-03,Córdoba,Para Hoteles,1811,
2018-03,Cuyo,1 y 2 estrellas,871,
2018-03,Cuyo,3 estrellas/boutiques/aparts,1937,
2018-03,Cuyo,4 y 5 estrellas,2919,
2018-03,Cuyo,Para Hoteles,661,
2018-03,Litoral,1 y 2 estrellas,747,
2018-03,Litoral,3 estrellas/boutiques/aparts,1836,
2018-03,Litoral,4 y 5 estrellas,3845,
2018-03,Litoral,Para Hoteles,1435,
2018-03,Norte,1 y 2 estrellas,937,
2018-03,Norte,3 estrellas/boutiques/aparts,1320,
2018-03,Norte,4 y 5 estrellas,2314,
2018-03,Norte,Para Hoteles,1449,
2018-03,Patagonia,1 y 2 estrellas,1150,
2018-03,Patagonia,3 estrellas/boutiques/aparts,2490,
2018-03,Patagonia,4 y 5 estrellas,3912,
2018-03,Patagonia,Para Hoteles,2312,
2018-04,Buenos Aires,1 y 2 estrellas,688,
2018-04,Buenos Aires,3 estrellas/boutiques/aparts,2005,
2018-04,Buenos Aires,4 y 5 estrellas,1568,
2018-04,Buenos Aires,Para Hoteles,1969,
2018-04,CABA,1 y 2 estrellas,796,
2018-04,CABA,3 estrellas/boutiques/aparts,3041,
2018-04,CABA,4 y 5 estrellas,7901,
2018-04,CABA,Para Hoteles,1211,
2018-04,Córdoba,1 y 2 estrellas,1110,
2018-04,Córdoba,3 estrellas/boutiques/aparts,1336,
2018-04,Córdoba,4 y 5 estrellas,952,
2018-04,Córdoba,Para Hoteles,1547,
2018-04,Cuyo,1 y 2 estrellas,864,
2018-04,Cuyo,3 estrellas/boutiques/aparts,1868,
2018-04,Cuyo,4 y 5 estrellas,2803,
2018-04,Cuyo,Para Hoteles,604,
2018-04,Litoral,1 y 2 estrellas,715,
2018-04,Litoral,3 estrellas/boutiques/aparts,1889,
2018-04,Litoral,4 y 5 estrellas,3751,
2018-04,Litoral,Para Hoteles,1343,
2018-04,Norte,1 y 2 estrellas,1086,
2018-04,Norte,3 estrellas/boutiques/aparts,1874,
2018-04,Norte,4 y 5 estrellas,2383,
2018-04,Norte,Para Hoteles,1446,
2018-04,Patagonia,1 y 2 estrellas,979,
2018-04,Patagonia,3 estrellas/boutiques/aparts,2243,
2018-04,Patagonia,4 y 5 estrellas,3825,
2018-04,Patagonia,Para Hoteles,1809,
2018-05,Buenos Aires,1 y 2 estrellas,570,
2018-05,Buenos Aires,3 estrellas/boutiques/aparts,1583,
2018-05,Buenos Aires,4 y 5 estrellas,1300,
2018-05,Buenos Aires,Para Hoteles,1674,
2018-05,CABA,1 y 2 estrellas,787,
2018-05,CABA,3 estrellas/boutiques/aparts,2879,
2018-05,CABA,4 y 5 estrellas,7752,
2018-05,CABA,Para Hoteles,1156,
2018-05,Córdoba,1 y 2 estrellas,1017,
2018-05,Córdoba,3 estrellas/boutiques/aparts,1362,
2018-05,Córdoba,4 y 5 estrellas,953,
2018-05,Córdoba,Para Hoteles,1269,
2018-05,Cuyo,1 y 2 estrellas,855,
2018-05,Cuyo,3 estrellas/boutiques/aparts,1921,
2018-05,Cuyo,4 y 5 estrellas,3122,
2018-05,Cuyo,Para Hoteles,533,
2018-05,Litoral,1 y 2 estrellas,712,
2018-05,Litoral,3 estrellas/boutiques/aparts,1863,
2018-05,Litoral,4 y 5 estrellas,3681,
2018-05,Litoral,Para Hoteles,1326,
