indice_tiempo,region_de_destino,categoria_del_hotel,puestos_de_trabajo_equivalentes,observaciones
2020-08,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-08,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-09,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-10,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-11,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Buenos Aires,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Buenos Aires,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Buenos Aires,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Buenos Aires,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Córdoba,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Córdoba,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Córdoba,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Córdoba,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Cuyo,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Cuyo,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Cuyo,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Cuyo,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Norte,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Norte,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Norte,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Norte,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Patagonia,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Patagonia,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Patagonia,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2020-12,Patagonia,Para Hoteles,,"Emergencia sanitaria. La información a nivel regional no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,Buenos Aires,1 y 2 estrellas,1167,
2021-01,Buenos Aires,3 estrellas/boutiques/aparts,2376,
2021-01,Buenos Aires,4 y 5 estrellas,1569,
2021-01,Buenos Aires,Para Hoteles,2151,
2021-01,CABA,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,CABA,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,CABA,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,CABA,Para Hoteles,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,Córdoba,1 y 2 estrellas,953,
2021-01,Córdoba,3 estrellas/boutiques/aparts,1067,
2021-01,Córdoba,4 y 5 estrellas,446,
2021-01,Córdoba,Para Hoteles,1704,
2021-01,Cuyo,1 y 2 estrellas,541,
2021-01,Cuyo,3 estrellas/boutiques/aparts,1089,
2021-01,Cuyo,4 y 5 estrellas,1315,
2021-01,Cuyo,Para Hoteles,491,
2021-01,Litoral,1 y 2 estrellas,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,Litoral,3 estrellas/boutiques/aparts,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,Litoral,4 y 5 estrellas,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,Litoral,Para Hoteles,,"Emergencia sanitaria. La información a nivel categoría no alcanzó el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera."
2021-01,Norte,1 y 2 estrellas,360,
2021-01,Norte,3 estrellas/boutiques/aparts,944,
2021-01,Norte,4 y 5 estrellas,2076,
2021-01,Norte,Para Hoteles,925,
2021-01,Patagonia,1 y 2 estrellas,678,
2021-01,Patagonia,3 estrellas/boutiques/aparts,2224,
2021-01,Patagonia,4 y 5 estrellas,3271,
2021-01,Patagonia,Para Hoteles,1703,
